ID;EN;NL;DE;FR
<{mollie}prestashop>order_info_0e22fe7d45f8e5632a4abf369b24e29c;Canceled;Geannuleerd;Storniert;Annulé
<{mollie}prestashop>order_info_cc61945cbbf46721a053467c395c666f;Refunded;Terugbetaald;Zurückerstattet;Remboursé
<{mollie}prestashop>order_info_197101c4a1b1fc503dcd6ebee127aa10;Unit Price;Prijs per stuk;Preis pro Einheit;Prix unitaire
<{mollie}prestashop>order_info_11cd653a2488e260a8a99f39cdffa6e7;VAT Amount;BTW bedrag;Summe USt.;Montant TVA
<{mollie}prestashop>order_info_bc30768048a7bbfd2d158d722c140c6d;Total amount;Totaalbedrag;Gesamtsumme;Montant total
<{mollie}prestashop>order_info_0387832795db3eb2e05f4365fba5ddac;Ship;Verzenden;Versenden;Envoyer
<{mollie}prestashop>order_info_55453aad10c96e452556a106447313bd;Review shipment;Controleer de verzending;Versand kontrollieren;Vérifier l'envoi
<{mollie}prestashop>order_info_dbb5bbb116e16973136b9ebd887eaadd;Please review the products included in your shipment. You can remove items or change quantity if needed.;Controleer de producten die bij je zending zijn inbegrepen. Als het nodig is kun je artikelen verwijderen of het aantal wijzigen.;Bitte prüfen Sie die Produkte im Versand. Bei Bedarf können Artikel gelöscht und kann die Menge geändert werden.;Veuillez vérifier les produits de votre envoi. Vous pouvez retirer des articles ou si besoin modifier leur quantité.
<{mollie}prestashop>order_info_e0aa021e21dddbd6d8cecec71e9cf564;OK;OK;OK;OK
<{mollie}prestashop>order_info_163bcc6065b16c6369c7a4de44cff164;Ship products;Producten verzenden;Produkte versenden;Envoyer les produits
<{mollie}prestashop>order_info_433557a938a920888445ce2c7df67d5a;Tracking details;Trackinggegevens;Sendungsdetails;Détails de suivi
<{mollie}prestashop>order_info_61995a579a6166642e759450a694642b;Adding tracking information to your shipment is recommended, as it will prove that you actually shipped your products to your customer.;Het wordt aanbevolen om trackinginformatie aan je verzending toe te voegen, omdat hiermee wordt aangetoond dat je de producten daadwerkelijk naar je klant hebt verzonden.;Wir empfehlen Ihnen, der Sendung Sendungsinformationen hinzuzufügen. Diese belegen, dass die Produkte tatsächlich auf dem Weg zum Kunden sind.;Il est recommandé d'ajouter des informations de suivi à votre envoi, cela prouvera au client que vous avez bien envoyé les produits.
<{mollie}prestashop>order_info_26b6254fefc06894825a50dfbe803937;Skip tracking details;Sla trackinggegevens over;Sendungsdetails überspringen;Passer les détails de suivi
<{mollie}prestashop>order_info_d57c24f3fe52d16e7169b912dd647f0d;optional;optioneel;optional;facultatif
<{mollie}prestashop>order_info_2df417909bda5f3ddc210a0abe65231f;E.g. FedEx;Bijv. FedEx;Z. B. FedEx;Par ex. FedEx
<{mollie}prestashop>order_info_593ed3a37aa1a3ece4a4d796fb4e2e03;This information is required;Deze informatie is verplicht;Diese Informationen sind erforderlich;Cette information est nécessaire
<{mollie}prestashop>order_info_933292561b46133ff5348c7740874c56;Tracking code;Tracking-code;Sendungsnummer;Code de suivi
<{mollie}prestashop>order_info_e6b391a8d2c4d45902a23a8b6585703d;URL;URL;URL;URL
<{mollie}prestashop>order_info_914419aa32f04011357d3b604a86d7eb;Carrier;Vervoerder;Logistikdienstleister;Transporteur
<{mollie}prestashop>order_info_23a902ac637359fe67ceaccbe2c68283;Ship all;Alles verzenden;Alle versenden;Tout envoyer
<{mollie}prestashop>order_info_2a6e9f678c7267fe16f57bcd3285f1d7;Cancel all;Alles annuleren;Alle stornieren;Tout annuler
<{mollie}prestashop>order_info_05ced64413f9ff5d3602c3e257f36204;Refund all;Alles terugbetalen;Alle erstatten;Tout rembourser
<{mollie}prestashop>order_info_bfe005bff7ecacd6ecceacdd7fb79292;Transaction info;Transactie-info;Transaktionsinformationen;Informations de transaction
<{mollie}prestashop>order_info_1eefa98a18a384699fe611fbfd8ab0c9;There are no products;Er zijn geen producten;Keine Produkte vorhanden;Il n'y a aucun produit
<{mollie}prestashop>order_info_a25c753ee3e4be15ec0daa5a40deb7b8;An error occurred;Er is een fout opgetreden;Ein Fehler ist aufgetreten;Un problème est survenu
<{mollie}prestashop>order_info_2df3102f3fe061003dee820a72e1b1ed;Unable to ship;Kan niet worden verzonden;Versand nicht möglich;Impossible d'envoyer
<{mollie}prestashop>order_info_3efc29552025b4e68de04f415b0b8806;Unable to refund;Kan niet worden terugbetaald;Restattung nicht möglich;Impossible de rembourser
<{mollie}prestashop>order_info_468a92810b526750be9664461db6bf91;Unable to cancel;Kan niet worden geannuleerd;Stornierung nicht möglich;Impossible d'annuler
<{mollie}prestashop>order_info_2427b479f15af44582dc151ef95a90d0;Refunds are currently unavailable;Terugbetalingen zijn op dit moment niet mogelijk;Rückzahlungen sind derzeit nicht verfügbar;Les remboursements sont actuellement indisponibles
<{mollie}prestashop>order_info_20c72bbfdf74d618a4b8a11100e864a0;Refund was made successfully!;De terugbetaling is succesvol uitgevoerd;Rückzahlung erfolgreich!;Le remboursement a été réalisé avec succès !
<{mollie}prestashop>order_info_c7eb2a728623db5eedf0e12d21ffa604;Shipment was made successfully!;Succesvol verzonden;Erfolgreich versandt!;L'envoi a été réalisé avec succès !
<{mollie}prestashop>order_info_fab41c52197c448eea0edde8951e4e59;Order was canceled successfully!;Bestelling is succesvol geannuleerd;Bestellung erfolgreich storniert!;La commande a été annulée avec succès !
<{mollie}prestashop>rounding_error_7783c757cd1177e60888080e0f4e0593;The configuration option \%s\" has been set to an unsupported value";De configuratie-optie \%s\" is ingesteld op een waarde die niet wordt ondersteund";Die Konfigurationsoption \%s\" wurde auf einen Wert gesetzt, der nicht unterstützt wird";L'option de configuration \%s\" a été réglée sur une valeur non supportée "
<{mollie}prestashop>rounding_error_2279522d0910767ffa75e0b39ed1629f;The selected rounding mode is not supported by the Mollie Orders API;De geselecteerde afrondingsmodus wordt niet ondersteund door de Orders API van Mollie;Der gewählte Rundungsmodus wird von den Mollie Auftrags-APIs nicht unterstützt;Le mode arrondi sélectionné n'est pas pris en charge par l'API de commande Mollie
<{mollie}prestashop>rounding_error_3a92c96baa86286685b233e6912e718d;Please navigate to the page \%s\" and choose the option \"%s\"";Ga naar \%s \" en kies de optie \"%s\"";Gehen Sie auf Seite \%s\" und wählen Sie die Option \"%s\"";Veuillez accéder à la page \%s\" et choisir l'option \"%s\""
<{mollie}prestashop>mollie_iframe_a4b29064de828b87f9f9b6fa145cb507;Enter your card information;Vul je kaartgegevens in;Geben Sie Ihre Kartendetails ein;Entrez vos données de carte
<{mollie}prestashop>mollie_iframe_63171e216532becbb0be4a43aa4252fa;Card holder;Kaarthouder;Karteninhaber;Titulaire de la carte
<{mollie}prestashop>mollie_iframe_a44217022190f5734b2f72ba1e4f8a79;Card number;Kaartnummer;Kartennummer;Numéro de carte
<{mollie}prestashop>mollie_iframe_5ea7f231296949070013bc43715aae01;CVC;CVC;CVC;CVC
<{mollie}prestashop>mollie_iframe_49753ba0559e716a708373951ea87d1c;Secure payments provided by;Veilige betalingen worden mogelijk gemaakt door;Sichere Zahlungen durch;Paiements sécurisés fournis par
<{mollie}prestashop>payment_334721e5f1ee825da687fcaede010724;Payment Fee:;Kosten betaalmethode;Zahlungsgebühr:;Frais de paiement :
<{mollie}prestashop>qr_code_9ba19ddbcfeddfc758eb84fb8ba26b5e;or scan the iDEAL QR code;of scan de iDEAL QR-code;oder scannen Sie den iDEAL QR-Code;ou scannez le code iDEAL QR
<{mollie}prestashop>smarty_warning_9d1fbbe0d150b89f068ba72a20366659;The configuration option \%s\" has been set to \"%s\"";De configuratie-optie \%s\" is ingesteld op \"%s\"";Die Konfigurationsoption \%s\" wurde in \"%s\"" geändert;L'option de configuration \%s\" a été réglée sur \"%s\""
<{mollie}prestashop>smarty_warning_e7e747f9c74f0b8222c87db24d34f018;It is possible that not all payment methods can be displayed;Mogelijk kunnen niet alle betaalmethodes worden weergegeven;Möglicherweise werden nicht alle Zahlungsarten angezeigt;Il est possible que tous les moyens de paiement ne soient pas affichés
<{mollie}prestashop>smarty_warning_1238db0fb782f758b5a54d6333b3610e;To fix this problem, navigate to the page \%s\" and clear the cache manually or choose one of the other options";Om dit probleem op te lossen, ga je naar \%s\" en wis je de cache handmatig, of kies je een van de andere opties";Um dieses Problem zu beheben, gehen Sie auf Seite \%s\" und löschen Sie den Cache oder wählen Sie eine der anderen Optionen";Pour résoudre ce problème, accédez à la page \%s\" et videz le cache manuellement ou choisissez l'une des autres options"
<{mollie}prestashop>mollie_iframe_16_a4b29064de828b87f9f9b6fa145cb507;Enter your card information;Vul je kaartgegevens in;Geben Sie Ihre Kartendetails ein;Entrez vos données de carte
<{mollie}prestashop>mollie_iframe_16_63171e216532becbb0be4a43aa4252fa;Card holder;Kaarthouder;Karteninhaber;Titulaire de la carte
<{mollie}prestashop>mollie_iframe_16_a44217022190f5734b2f72ba1e4f8a79;Card number;Kaartnummer;Kartennummer;Numéro de carte
<{mollie}prestashop>mollie_iframe_16_5ea7f231296949070013bc43715aae01;CVC;CVC;CVC;CVC
<{mollie}prestashop>mollie_iframe_16_49753ba0559e716a708373951ea87d1c;Secure payments provided by;Veilige betalingen worden mogelijk gemaakt door;Sichere Zahlungen durch;Paiements sécurisés fournis par
<{mollie}prestashop>mollie_iframe_16_a240fa27925a635b08dc28c9e4f9216d;Order;Bestelling;Bestellung;Commande
<{mollie}prestashop>ideal_dropdown_ab4147235204a436c09e00d6722082ab;Choose a bank;Kies een bank;Wählen Sie eine Bank;Choisissez une banque
<{mollie}prestashop>payment_c2f73af3130be4b4967a475ab846c546;An error occurred while initializing your payment. Please contact our customer support.;Er is een fout opgetreden bij het initialiseren van je betaling. Neem contact op met onze support afdeling.;Beim Initialisieren Ihrer Zahlung ist ein Fehler aufgetreten. Bitte kontaktieren Sie Ihren Kundenservice.;Un problème est survenu lors de l'initialisation de votre paiement. Veuillez contacter notre service client.
<{mollie}prestashop>webhook_3f864e377ad88afe0f99e0d1e16cec03;Transaction failed;Transactie mislukt;Transaktion fehlgeschlagen;Échec de la transaction
<{mollie}prestashop>return_11bab828edcc0a6d5c97cbf84d61e652;The order with this id does not exist.;De bestelling met dit ID bestaat niet.;Eine Bestellung mit dieser ID existiert nicht.;La commande associée à ce numéro n'existe pas.
<{mollie}prestashop>return_b34487c5f391f47b893ee3c61f8f9ab7;We have not received a definite payment status. You will be notified as soon as we receive a confirmation of the bank/merchant.;We hebben geen definitieve betaalstatus ontvangen. Zodra wij een bevestiging van de bank/handelaar hebben ontvangen, krijg je hiervan bericht.;Wir haben keinen definitiven Zahlungsstatus erhalten. Sie werden benachrichtigt, sobald die Bestätigung der Bank/des Händlers bei uns eingeht.;Nous n'avons pas reçu de statut de paiement définitif. Vous serez informé dès que nous aurons la confirmation de la banque ou du commerçant.
<{mollie}prestashop>return_3f83176ddc3f63a5a374a623840bfb09;You are not authorised to see this page.;Je bent niet bevoegd om deze pagina te bekijken.;Sie haben keinen Zugriff auf diese Seite.;Vous n'êtes pas autorisé à visualiser cette page.
<{mollie}prestashop>return_777385522ef6cc3c5ac7b39df1206e68;Your payment was not successful, please try again.;Je betaling is mislukt, probeer het opnieuw.;Ihre Zahlung ist fehlgeschlagen, bitte versuchen Sie es noch einmal.;Votre paiement n'a pas abouti, veuillez réessayer.
